"date","geography","geography code","Household composition: Total; measures: Value","Household composition: One person household; measures: Value","Household composition: One person household: Aged 66 years and over; measures: Value","Household composition: One person household: Other; measures: Value","Household composition: Single family household; measures: Value","Household composition: Single family household: All aged 66 years and over; measures: Value","Household composition: Single family household: Married or civil partnership couple; measures: Value","Household composition: Single family household: Married or civil partnership couple: No children; measures: Value","Household composition: Single family household: Married or civil partnership couple: Dependent children; measures: Value","Household composition: Single family household: Married or civil partnership couple: All children non-dependent; measures: Value","Household composition: Single family household: Cohabiting couple family; measures: Value","Household composition: Single family household: Cohabiting couple family: No children; measures: Value","Household composition: Single family household: Cohabiting couple family: With dependent children; measures: Value","Household composition: Single family household: Cohabiting couple family: All children non-dependent; measures: Value","Household composition: Single family household: Lone parent family; measures: Value","Household composition: Single family household: Lone parent family: With dependent children; measures: Value","Household composition: Single family household: Lone parent family: All children non-dependent; measures: Value","Household composition: Single family household: Other single family household; measures: Value","Household composition: Single family household: Other single family household: Other family composition; measures: Value","Household composition: Other household types; measures: Value","Household composition: Other household types: With dependent children; measures: Value","Household composition: Other household types: Other, including all full-time students and all aged 66 years and over; measures: Value"
"2021","High Peak","E07000037",40773,12944,5889,7055,26400,4309,12718,5205,5166,2347,5150,2717,2109,324,4070,2486,1584,153,153,1429,562,867
"2021","North East Derbyshire","E07000038",45990,14305,7017,7288,30258,5998,14219,5781,5655,2783,5613,2941,2300,372,4279,2604,1675,149,149,1427,626,801
"2021","South Derbyshire","E07000039",45239,12249,5141,7108,31331,4619,15719,5983,6992,2744,6516,3626,2538,352,4338,2854,1484,139,139,1659,802,857
"2021","Blaby","E07000129",42577,11095,5640,5455,29403,4929,14587,4938,6757,2892,5616,2775,2457,384,4087,2508,1579,184,184,2079,963,1116
"2021","Charnwood","E07000130",73782,20860,9305,11555,47865,7701,24143,8451,10986,4706,8713,4682,3515,516,6900,4187,2713,408,408,5057,1550,3507
"2021","Harborough","E07000131",40414,10514,5335,5179,28119,5153,14836,5264,6956,2616,4664,2645,1750,269,3314,2066,1248,152,152,1781,772,1009
"2021","Hinckley and Bosworth","E07000132",49446,13972,6583,7389,33470,6110,16121,6305,6967,2849,6507,3517,2598,392,4538,2803,1735,194,194,2004,809,1195
"2021","Melton","E07000133",22599,6363,3152,3211,15365,2909,7650,3221,3055,1374,2689,1449,1100,140,2018,1251,767,99,99,871,332,539
"2021","North West Leicestershire","E07000134",44971,12497,5640,6857,30552,4877,14931,5805,6433,2693,6364,3399,2550,415,4196,2613,1583,184,184,1922,724,1198
"2021","Oadby and Wigston","E07000135",22615,6347,3406,2941,14839,2577,7670,2225,3631,1814,2111,963,972,176,2380,1374,1006,101,101,1429,758,671
"2021","Boston","E07000136",29403,8088,4035,4053,18942,3117,8442,3475,3454,1513,3941,1905,1770,266,3198,2183,1015,244,244,2373,1104,1269
"2021","East Lindsey","E07000137",64754,19800,10971,8829,42022,10234,18859,9554,6048,3257,7154,3865,2871,418,5500,3387,2113,275,275,2932,1177,1755
"2021","Lincoln","E07000138",42507,14137,4897,9240,24269,2872,9981,3990,4283,1708,6159,3601,2265,293,4853,3245,1608,404,404,4101,918,3183
"2021","North Kesteven","E07000139",50989,13989,7247,6742,35208,6852,17927,7438,7566,2923,6065,3368,2394,303,4189,2756,1433,175,175,1792,709,1083
"2021","South Holland","E07000140",40706,11051,5914,5137,26930,5250,12638,5531,4851,2256,5246,2695,2232,319,3558,2236,1322,238,238,2725,1191,1534
"2021","South Kesteven","E07000141",62846,18226,8835,9391,42122,7912,20518,8426,8712,3380,7534,4031,3058,445,5903,3882,2021,255,255,2498,973,1525
"2021","West Lindsey","E07000142",42345,12680,6255,6425,28116,5701,13487,6036,5201,2250,4964,2655,2024,285,3826,2502,1324,138,138,1549,665,884
"2021","Ashfield","E07000170",54508,16048,7056,8992,36131,5457,16163,6503,6444,3216,7925,3810,3548,567,6288,4065,2223,298,298,2329,1067,1262
"2021","Bassetlaw","E07000171",51460,15492,7262,8230,34003,5946,15968,6729,6269,2970,6695,3413,2825,457,5159,3386,1773,235,235,1965,882,1083
"2021","Broxtowe","E07000172",48361,14581,6843,7738,31251,5520,15001,5743,6469,2789,6045,3545,2133,367,4417,2710,1707,268,268,2529,745,1784
"2021","Gedling","E07000173",51554,15514,7173,8341,33909,5669,15629,5841,6827,2961,6837,3571,2817,449,5551,3409,2142,223,223,2131,886,1245
"2021","Mansfield","E07000174",48032,14471,6264,8207,31084,4568,14309,5797,5768,2744,6625,3244,2937,444,5282,3373,1909,300,300,2477,1094,1383
"2021","Newark and Sherwood","E07000175",53333,15746,7700,8046,35322,6368,16741,6876,6849,3016,6912,3603,2881,428,5073,3135,1938,228,228,2265,925,1340
"2021","Rushcliffe","E07000176",49883,13822,6881,6941,33754,6184,17841,6016,9077,2748,5636,3381,1988,267,3890,2455,1435,203,203,2307,687,1620
"2021","Herefordshire, County of","E06000019",82824,25434,12919,12515,53433,11052,25781,10769,10250,4762,8902,4850,3478,574,7318,4361,2957,380,380,3957,1531,2426
"2021","Telford and Wrekin","E06000020",76510,21205,9048,12157,50746,6968,23741,8824,10524,4393,10409,5164,4572,673,9136,5973,3163,492,492,4559,1910,2649
"2021","Stoke-on-Trent","E06000021",110400,36179,14225,21954,68454,8647,29954,11087,13363,5504,14757,7144,6717,896,14209,9522,4687,887,887,5767,2475,3292
"2021","Shropshire","E06000051",139576,41428,21475,19953,91505,18946,44065,18297,17242,8526,16266,8844,6302,1120,11675,6880,4795,553,553,6643,2845,3798
"2021","Cannock Chase","E07000192",43458,12570,5456,7114,29118,4346,13484,5185,5409,2890,6496,3193,2900,403,4578,2822,1756,214,214,1770,817,953
"2021","East Staffordshire","E07000193",51293,14760,6565,8195,33756,5004,16854,6211,7626,3017,6471,3417,2687,367,5075,3230,1845,352,352,2777,1319,1458
"2021","Lichfield","E07000194",45630,12662,6426,6236,31246,6297,15245,5546,6679,3020,5431,2868,2211,352,4092,2397,1695,181,181,1722,780,942
"2021","Newcastle-under-Lyme","E07000195",53420,16588,7694,8894,34306,5946,16014,6363,6407,3244,6798,3397,2908,493,5309,3297,2012,239,239,2526,913,1613
"2021","South Staffordshire","E07000196",46122,12558,7241,5317,31836,6564,16052,6101,6284,3667,5057,2480,2184,393,4007,2289,1718,156,156,1728,775,953
"2021","Stafford","E07000197",60048,17754,8334,9420,40064,7478,19498,7819,8286,3393,7471,4214,2833,424,5378,3369,2009,239,239,2230,897,1333
"2021","Staffordshire Moorlands","E07000198",42355,12536,6603,5933,28334,5997,13789,5687,5278,2824,4935,2520,2057,358,3480,2010,1470,133,133,1485,680,805
"2021","Tamworth","E07000199",32892,8787,4102,4685,22519,3221,10603,3907,4424,2272,4578,2180,2111,287,3926,2511,1415,191,191,1586,710,876
"2021","North Warwickshire","E07000218",27580,7642,3651,3991,18597,3122,8796,3382,3442,1972,3700,1798,1608,294,2892,1749,1143,87,87,1341,609,732
"2021","Nuneaton and Bedworth","E07000219",56587,16345,7190,9155,37244,5473,17459,6200,7481,3778,7164,3422,3271,471,6795,4442,2353,353,353,2998,1477,1521
"2021","Rugby","E07000220",47016,12774,5687,7087,31457,4700,15980,5340,7969,2671,5806,3258,2257,291,4650,2981,1669,321,321,2785,1164,1621
"2021","Stratford-on-Avon","E07000221",59464,17306,8930,8376,39649,8097,20051,7824,8823,3404,6435,3879,2227,329,4818,2889,1929,248,248,2509,879,1630
"2021","Warwick","E07000222",62619,18999,8103,10896,39354,6060,20488,6781,10378,3329,7182,4565,2287,330,5238,3177,2061,386,386,4266,1067,3199
"2021","Bromsgrove","E07000234",41265,11293,5948,5345,28401,5263,14651,4941,6879,2831,4467,2351,1817,299,3898,2421,1477,122,122,1571,735,836
"2021","Malvern Hills","E07000235",34886,10303,5635,4668,23108,5201,11274,4777,4444,2053,3661,1969,1451,241,2841,1648,1193,131,131,1475,542,933
"2021","Redditch","E07000236",36374,10100,4405,5695,24220,3459,11502,4047,5203,2252,4829,2473,2059,297,4226,2696,1530,204,204,2054,908,1146
"2021","Worcester","E07000237",44722,14157,5557,8600,27673,3762,13003,4672,6044,2287,6091,3576,2156,359,4508,2856,1652,309,309,2892,915,1977
"2021","Wychavon","E07000238",57356,15847,8292,7555,38958,8079,19177,7696,8073,3408,6582,3623,2546,413,4909,3019,1890,211,211,2551,1009,1542
"2021","Wyre Forest","E07000239",45320,14377,7253,7124,29069,5852,12840,5063,5141,2636,5543,2853,2303,387,4638,2785,1853,196,196,1874,782,1092
"2021","Birmingham","E08000025",423456,133224,47070,86154,248201,23052,118572,29197,66750,22625,37183,19429,14908,2846,64230,40869,23361,5164,5164,42031,21367,20664
"2021","Coventry","E08000026",134138,40777,15600,25177,80627,9155,38495,10998,19947,7550,13784,6810,5986,988,17587,11101,6486,1606,1606,12734,4906,7828
"2021","Dudley","E08000027",137069,41709,19079,22630,89286,14221,41300,13850,18029,9421,16416,7777,7451,1188,16622,10327,6295,727,727,6074,3227,2847
"2021","Sandwell","E08000028",130246,38042,15025,23017,81336,8223,38838,10429,19633,8776,13598,5596,6851,1151,19456,12228,7228,1221,1221,10868,6759,4109
"2021","Solihull","E08000029",89486,25855,13023,12832,59409,10110,30058,8860,14699,6499,8468,4124,3658,686,10383,6438,3945,390,390,4222,2110,2112
"2021","Walsall","E08000030",112228,32129,14516,17613,73084,9546,34024,10121,16197,7706,12898,5352,6456,1090,15698,10026,5672,918,918,7015,4211,2804
"2021","Wolverhampton","E08000031",105141,32468,13054,19414,64872,7375,29818,8531,14347,6940,11048,4631,5517,900,15637,9728,5909,994,994,7801,4384,3417
"2021","Peterborough","E06000031",84533,23516,8919,14597,53359,6002,25488,8246,13337,3905,10319,5192,4533,594,10672,7368,3304,878,878,7658,4025,3633
"2021","Luton","E06000032",78940,21068,7300,13768,48499,4158,25979,5948,15322,4709,6663,3258,2873,532,10511,6490,4021,1188,1188,9373,5428,3945
"2021","Southend-on-Sea","E06000033",78344,26102,10922,15180,48025,6716,21735,6981,10543,4211,9644,4988,3978,678,9456,5901,3555,474,474,4217,1712,2505
"2021","Thurrock","E06000034",66375,16180,6801,9379,44594,4556,22046,5863,11604,4579,8421,3405,4270,746,8991,5906,3085,580,580,5601,3067,2534
"2021","Bedford","E06000055",74948,21448,8608,12840,48493,6416,24275,7533,12476,4266,8741,4766,3479,496,8463,5279,3184,598,598,5007,2365,2642
"2021","Central Bedfordshire","E06000056",120756,31172,13916,17256,83756,12089,43040,14526,20897,7617,16101,8471,6645,985,11891,7306,4585,635,635,5828,2536,3292
"2021","Cambridge","E07000008",52472,16659,5258,11401,28935,2998,14651,4952,7813,1886,6513,4668,1656,189,4247,2649,1598,526,526,6878,1285,5593
"2021","East Cambridgeshire","E07000009",37200,10290,4760,5530,25263,4280,13255,4741,6439,2075,4488,2606,1624,258,3094,1970,1124,146,146,1647,601,1046
"2021","Fenland","E07000010",44083,12787,6360,6427,28550,5215,12693,5503,4820,2370,5942,2967,2571,404,4446,2850,1596,254,254,2746,1236,1510
"2021","Huntingdonshire","E07000011",76880,21565,9557,12008,51734,8606,26421,9958,12125,4338,9457,5305,3650,502,6876,4229,2647,374,374,3581,1359,2222
"2021","South Cambridgeshire","E07000012",66996,17574,8211,9363,46261,7625,25641,8328,13541,3772,7254,4214,2645,395,5464,3402,2062,277,277,3161,1026,2135
"2021","Basildon","E07000066",76364,21474,9440,12034,50450,6565,24233,7245,11951,5037,9598,4440,4447,711,9617,6068,3549,437,437,4440,2168,2272
"2021","Braintree","E07000067",64985,17774,8599,9175,44233,7127,21889,7705,9972,4212,8538,4369,3608,561,6417,3864,2553,262,262,2978,1188,1790
"2021","Brentwood","E07000068",32342,9402,4417,4985,21487,3385,11030,3160,5615,2255,3667,2070,1361,236,3225,1904,1321,180,180,1453,629,824
"2021","Castle Point","E07000069",37392,10222,6145,4077,25276,5293,11935,3902,5035,2998,4164,1925,1861,378,3737,2083,1654,147,147,1894,909,985
"2021","Chelmsford","E07000070",75400,21153,9576,11577,50550,8062,25959,7986,13240,4733,8866,5110,3202,554,7239,4303,2936,424,424,3697,1366,2331
"2021","Colchester","E07000071",79710,23077,9826,13251,51588,7548,25099,8488,12372,4239,9883,5458,3915,510,8522,5583,2939,536,536,5045,1635,3410
"2021","Epping Forest","E07000072",54557,14827,7334,7493,36345,5361,18418,5400,9016,4002,6164,3070,2585,509,6072,3406,2666,330,330,3385,1611,1774
"2021","Harlow","E07000073",37857,10918,4411,6507,24364,2464,11165,3266,5717,2182,4901,2167,2325,409,5512,3622,1890,322,322,2575,1186,1389
"2021","Maldon","E07000074",27900,7418,4205,3213,19114,3867,9629,3601,3988,2040,3167,1667,1242,258,2372,1361,1011,79,79,1368,583,785
"2021","Rochford","E07000075",35555,9359,5463,3896,24629,4715,12656,4108,5681,2867,3927,1866,1737,324,3214,1862,1352,117,117,1567,680,887
"2021","Tendring","E07000076",67451,23073,12950,10123,41118,9782,17464,7392,6397,3675,6891,3356,2994,541,6676,3991,2685,305,305,3260,1368,1892
"2021","Uttlesford","E07000077",36960,9228,4689,4539,26017,4203,14231,4590,7158,2483,4260,2210,1786,264,3202,1948,1254,121,121,1715,677,1038
"2021","Broxbourne","E07000095",39849,10971,5069,5902,26372,3542,12856,3318,6429,3109,4210,1890,1940,380,5441,3326,2115,323,323,2506,1285,1221
"2021","Dacorum","E07000096",63409,17851,7947,9904,42258,5548,21814,6477,11388,3949,7427,3924,3022,481,7126,4435,2691,343,343,3300,1346,1954
"2021","Hertsmere","E07000098",42683,11527,5498,6029,28219,3882,15518,3974,8450,3094,3485,1810,1381,294,5022,3000,2022,312,312,2937,1308,1629
"2021","North Hertfordshire","E07000099",56731,16903,7505,9398,37395,5610,19238,6173,9742,3323,6934,4022,2526,386,5357,3317,2040,256,256,2433,950,1483
"2021","Three Rivers","E07000102",36857,9696,4785,4911,24923,3427,14217,3599,7758,2860,3336,1649,1434,253,3747,2119,1628,196,196,2238,1073,1165
"2021","Watford","E07000103",39628,11146,3741,7405,24796,2175,13753,3470,7945,2338,4070,2379,1440,251,4394,2630,1764,404,404,3686,1773,1913
"2021","Breckland","E07000143",60360,16550,8704,7846,40499,8353,18948,8093,7382,3473,7652,4055,3134,463,5252,3250,2002,294,294,3311,1362,1949
"2021","Broadland","E07000144",57759,16238,8742,7496,39376,8355,19192,7723,8075,3394,6930,3833,2654,443,4715,2823,1892,184,184,2145,809,1336
"2021","Great Yarmouth","E07000145",44542,14488,6862,7626,27765,5079,11433,4884,4191,2358,5649,2659,2539,451,5355,3528,1827,249,249,2289,977,1312
"2021","King's Lynn and West Norfolk","E07000146",67464,19829,10626,9203,44122,9315,20318,8825,7762,3731,8251,4186,3501,564,5920,3584,2336,318,318,3513,1459,2054
"2021","North Norfolk","E07000147",48375,16319,9314,7005,30201,8230,13151,6605,4247,2299,5002,2727,1961,314,3643,2095,1548,175,175,1855,649,1206
"2021","Norwich","E07000148",64459,25098,8214,16884,33322,3830,13100,5011,6216,1873,9117,5646,3044,427,6727,4528,2199,548,548,6039,988,5051
"2021","South Norfolk","E07000149",61379,16990,8789,8201,41897,8387,20635,8263,9012,3360,7573,4296,2872,405,5070,3154,1916,232,232,2492,970,1522
"2021","Babergh","E07000200",40200,11382,6284,5098,27234,5954,13224,5419,5307,2498,4624,2429,1883,312,3320,1946,1374,112,112,1584,610,974
"2021","Ipswich","E07000202",59506,19270,7235,12035,36656,4615,16597,5666,8082,2849,7963,4064,3440,459,7042,4593,2449,439,439,3580,1491,2089
"2021","Mid Suffolk","E07000203",44343,11983,6325,5658,30583,6357,15281,6474,6093,2714,5375,3060,1978,337,3417,2015,1402,153,153,1777,720,1057
"2021","St Albans","E07000240",58990,15528,7076,8452,40737,5571,23585,5894,14146,3545,5996,3642,2064,290,5315,3221,2094,270,270,2725,1068,1657
"2021","Welwyn Hatfield","E07000241",46209,12928,5653,7275,29416,3790,15242,4415,7999,2828,4946,2533,2059,354,5036,3130,1906,402,402,3865,1275,2590
"2021","East Hertfordshire","E07000242",62021,16952,7543,9409,42207,6119,22464,6784,11622,4058,7652,4440,2792,420,5654,3535,2119,318,318,2862,987,1875
"2021","Stevenage","E07000243",36510,10568,4208,6360,23592,2564,11675,3611,5775,2289,4606,2276,1999,331,4488,2748,1740,259,259,2350,961,1389
"2021","East Suffolk","E07000244",110747,35817,19053,16764,70664,16183,32410,13666,12637,6107,12032,6124,5102,806,9667,5970,3697,372,372,4266,1668,2598
"2021","West Suffolk","E07000245",78746,25490,10485,15005,49592,8592,24660,9605,11206,3849,9153,5115,3504,534,6810,4356,2454,377,377,3664,1308,2356
"2021","City of London","E09000001",4916,2506,494,2012,1983,201,846,523,253,70,665,598,57,10,175,90,85,96,96,427,31,396
"2021","Barking and Dagenham","E09000002",73904,17503,5991,11512,46471,2268,22869,4224,14417,4228,6016,2005,3401,610,14116,9427,4689,1202,1202,9930,6330,3600
"2021","Barnet","E09000003",148919,41658,15208,26450,91234,9264,50725,11929,29036,9760,10924,6717,3565,642,18103,10476,7627,2218,2218,16027,6468,9559
"2021","Bexley","E09000004",95300,24753,11968,12785,62904,7730,31802,8115,16368,7319,9899,4450,4564,885,12681,7665,5016,792,792,7643,3929,3714
"2021","Brent","E09000005",118612,31985,9712,22273,66305,4302,33864,7464,18539,7861,8055,5092,2446,517,17678,9830,7848,2406,2406,20322,9295,11027
"2021","Bromley","E09000006",135828,38668,17443,21225,88907,11684,46328,12702,24997,8629,14462,8081,5431,950,15447,9298,6149,986,986,8253,3548,4705
"2021","Camden","E09000007",92758,35931,9718,26213,45716,3004,20511,6724,11082,2705,9986,7897,1767,322,10559,5945,4614,1656,1656,11111,2273,8838
"2021","Croydon","E09000008",152947,43091,14652,28439,94644,8471,44664,11821,23600,9243,14817,8027,5690,1100,24543,15169,9374,2149,2149,15212,7250,7962
"2021","Ealing","E09000009",133659,35662,11837,23825,78735,5423,42798,9773,24366,8659,10978,7037,3322,619,17248,9558,7690,2288,2288,19262,8420,10842
"2021","Enfield","E09000010",120929,31159,12251,18908,76894,6921,37245,8001,20268,8976,8662,3937,3937,788,22424,14274,8150,1642,1642,12876,6924,5952
"2021","Greenwich","E09000011",114052,34048,9581,24467,67236,4097,30668,9347,16178,5143,13634,8547,4387,700,17095,10898,6197,1742,1742,12768,5377,7391
"2021","Hackney","E09000012",106080,34928,7489,27439,54971,1785,21060,5852,12287,2921,13669,10182,3046,441,16400,9944,6456,2057,2057,16181,3519,12662
"2021","Hammersmith and Fulham","E09000013",81244,29324,7351,21973,40567,2033,18050,5919,9731,2400,8869,7151,1406,312,9683,5354,4329,1932,1932,11353,2042,9311
"2021","Haringey","E09000014",105092,32293,8958,23335,58393,3139,25443,6838,14343,4262,11772,7874,3326,572,15855,9079,6776,2184,2184,14406,4536,9870
"2021","Harrow","E09000015",89642,19852,9050,10802,57026,6491,35202,7406,19162,8634,4341,2499,1444,398,9738,4883,4855,1254,1254,12764,6834,5930
"2021","Havering","E09000016",101277,26129,12838,13291,67212,9063,33811,8799,16837,8175,10398,4585,4791,1022,13138,7821,5317,802,802,7936,4268,3668
"2021","Hillingdon","E09000017",109227,26634,11143,15491,69899,6521,39538,9193,22168,8177,8650,4481,3390,779,13863,7944,5919,1327,1327,12694,6664,6030
"2021","Hounslow","E09000018",102961,26209,9176,17033,61825,4381,34354,7844,19741,6769,8242,4685,3013,544,13347,7598,5749,1501,1501,14927,7389,7538
"2021","Islington","E09000019",96497,34795,7636,27159,48738,2168,18118,6689,8898,2531,13546,10707,2430,409,13071,7823,5248,1835,1835,12964,2067,10897
"2021","Kensington and Chelsea","E09000020",66885,29233,7750,21483,30872,2390,15104,5416,7276,2412,5316,4253,878,185,6674,3407,3267,1388,1388,6780,2063,4717
"2021","Kingston upon Thames","E09000021",65626,17716,6894,10822,41929,4274,23700,5954,13632,4114,6904,4415,2155,334,6336,3747,2589,715,715,5981,2094,3887
"2021","Lambeth","E09000022",134686,43154,9531,33623,67458,2524,24606,8158,12677,3771,17736,13667,3411,658,19228,11320,7908,3364,3364,24074,4434,19640
"2021","Lewisham","E09000023",122390,37147,9365,27782,70358,3280,28896,8506,15646,4744,16225,10765,4627,833,19920,12195,7725,2037,2037,14885,4912,9973
"2021","Merton","E09000024",81729,20464,7507,12957,50849,4087,27505,7001,15684,4820,8927,5895,2586,446,9146,5064,4082,1184,1184,10416,4094,6322
"2021","Newham","E09000025",115507,27037,6377,20660,65603,2022,33238,7091,20395,5752,10384,6662,3095,627,16971,9866,7105,2988,2988,22867,11006,11861
"2021","Redbridge","E09000026",103714,23886,9669,14217,65084,5306,39537,7279,23701,8557,6445,3341,2557,547,12487,7155,5332,1309,1309,14744,8666,6078
"2021","Richmond upon Thames","E09000027",80704,23871,10039,13832,51666,5744,29730,8002,17536,4192,8539,5597,2572,370,7078,4224,2854,575,575,5167,1884,3283
"2021","Southwark","E09000028",130818,43348,9507,33841,67691,2526,24878,8406,12877,3595,17301,12924,3718,659,19847,12110,7737,3139,3139,19779,4232,15547
"2021","Sutton","E09000029",82349,22200,9497,12703,54170,5613,29782,7343,16864,5575,8309,4390,3300,619,9796,5900,3896,670,670,5979,2959,3020
"2021","Tower Hamlets","E09000030",120538,38530,5786,32744,61312,1340,28878,8674,17254,2950,15199,12355,2499,345,12853,7961,4892,3042,3042,20696,4952,15744
"2021","Waltham Forest","E09000031",102899,26696,8254,18442,62016,3547,29167,7372,16400,5395,12875,7893,4341,641,14705,8536,6169,1722,1722,14187,6385,7802
"2021","Wandsworth","E09000032",137393,41132,10880,30252,74344,3838,34574,10696,19467,4411,19118,15627,3079,412,14041,8277,5764,2773,2773,21917,3437,18480
"2021","Westminster","E09000033",94817,40443,9498,30945,43262,2772,19673,7479,9419,2775,8563,7003,1258,302,9698,5015,4683,2556,2556,11112,2388,8724
"2021","Medway","E06000035",111459,30462,13132,17330,73294,9113,35051,10985,16923,7143,14489,6699,6655,1135,13930,8657,5273,711,711,7703,3721,3982
"2021","Bracknell Forest","E06000036",50244,13462,5195,8267,33651,3877,18084,5814,9251,3019,6482,3713,2440,329,4932,3062,1870,276,276,3131,1258,1873
"2021","West Berkshire","E06000037",66658,18008,8321,9687,45249,7183,24582,8439,11836,4307,7436,4261,2804,371,5720,3498,2222,328,328,3401,1232,2169
"2021","Reading","E06000038",67683,19262,6230,13032,40381,3643,20242,6024,11045,3173,8297,5371,2501,425,7361,4624,2737,838,838,8040,2570,5470
"2021","Slough","E06000039",52421,11948,3838,8110,33308,1819,19807,3775,12606,3426,3885,1752,1823,310,7156,4429,2727,641,641,7165,4298,2867
"2021","Windsor and Maidenhead","E06000040",60933,16715,7610,9105,40088,5821,22591,6670,12012,3909,5963,3552,2034,377,5345,3057,2288,368,368,4130,1723,2407
"2021","Wokingham","E06000041",69164,16265,7644,8621,49188,7081,28973,8144,16326,4503,7246,4320,2543,383,5551,3385,2166,337,337,3711,1549,2162
"2021","Milton Keynes","E06000042",113102,29795,10980,18815,74485,7842,38321,11704,20448,6169,13250,7059,5382,809,14109,9519,4590,963,963,8822,4026,4796
"2021","Brighton and Hove","E06000043",121401,42101,13875,28226,65648,6247,29009,10309,14204,4496,17509,11692,5088,729,11637,7229,4408,1246,1246,13652,2166,11486
"2021","Portsmouth","E06000044",86155,27607,10673,16934,50067,5437,22594,7893,10731,3970,11115,6218,4241,656,10030,6513,3517,891,891,8481,2221,6260
"2021","Southampton","E06000045",102291,33711,11453,22258,58597,6180,26737,9179,13259,4299,13337,8068,4604,665,11270,7366,3904,1073,1073,9983,2661,7322
"2021","Isle of Wight","E06000046",64778,22484,11669,10815,39086,8925,17032,7790,6012,3230,6702,3543,2703,456,6227,3893,2334,200,200,3208,1240,1968
"2021","Buckinghamshire","E06000060",220329,57889,27090,30799,149363,22853,82484,24980,43427,14077,22824,12793,8692,1339,19904,11950,7954,1298,1298,13077,5821,7256
"2021","Eastbourne","E07000061",45610,16205,8127,8078,26614,5032,11349,4224,5074,2051,5039,2689,2024,326,4897,3084,1813,297,297,2791,930,1861
"2021","Hastings","E07000062",40453,14441,6030,8411,23261,3229,9812,3886,4110,1816,5135,2627,2172,336,4857,3129,1728,228,228,2751,1101,1650
"2021","Lewes","E07000063",43694,13539,7827,5712,27750,5713,12959,4938,5666,2355,4635,2393,1928,314,4292,2643,1649,151,151,2405,850,1555
"2021","Rother","E07000064",42100,13713,8384,5329,26159,6864,11457,5109,4137,2211,3938,2092,1535,311,3757,2195,1562,143,143,2228,902,1326
"2021","Wealden","E07000065",68267,18745,10936,7809,46219,9985,23298,9063,9884,4351,7010,3834,2729,447,5682,3292,2390,244,244,3303,1301,2002
"2021","Basingstoke and Deane","E07000084",76642,20406,8299,12107,51816,7241,27355,9437,13269,4649,9737,5612,3613,512,7033,4315,2718,450,450,4420,1680,2740
"2021","East Hampshire","E07000085",52721,13910,7245,6665,36445,6869,19571,7175,9023,3373,5518,3158,2033,327,4262,2498,1764,225,225,2366,861,1505
"2021","Eastleigh","E07000086",56924,15107,7163,7944,39042,6085,20010,6881,9785,3344,7271,4069,2827,375,5431,3443,1988,245,245,2775,1019,1756
"2021","Fareham","E07000087",48641,13009,7340,5669,33437,6690,17578,6617,7726,3235,5116,2902,1890,324,3903,2238,1665,150,150,2195,797,1398
"2021","Gosport","E07000088",35923,11443,5464,5979,22641,3733,10587,4279,4419,1889,4155,2142,1766,247,3974,2543,1431,192,192,1839,739,1100
"2021","Hart","E07000089",39963,9835,4946,4889,28362,4788,15948,4903,8383,2662,4217,2411,1564,242,3256,1948,1308,153,153,1766,693,1073
"2021","Havant","E07000090",53591,15957,8743,7214,34736,6646,16101,6503,6350,3248,6144,3095,2576,473,5620,3431,2189,225,225,2898,1212,1686
"2021","New Forest","E07000091",77566,22737,13461,9276,51185,12396,24579,10099,9839,4641,7570,4159,2888,523,6346,3636,2710,294,294,3644,1385,2259
"2021","Rushmoor","E07000092",39304,10502,3956,6546,25517,2756,13626,4142,6813,2671,4708,2633,1818,257,4176,2493,1683,251,251,3285,1408,1877
"2021","Test Valley","E07000093",54706,14464,7138,7326,37528,6539,19855,7326,9232,3297,6307,3605,2384,318,4591,2838,1753,236,236,2714,1026,1688
"2021","Winchester","E07000094",51716,14331,7280,7051,34375,6138,18843,6701,9293,2849,5311,3220,1842,249,3858,2406,1452,225,225,3010,742,2268
"2021","Ashford","E07000105",53586,13862,6618,7244,36313,5794,18078,6149,8564,3365,6548,3249,2859,440,5629,3664,1965,264,264,3411,1476,1935
"2021","Canterbury","E07000106",63794,19047,9700,9347,38832,7453,18021,6638,7992,3391,6820,3871,2523,426,6117,3781,2336,421,421,5915,1497,4418
"2021","Dartford","E07000107",45697,11827,4421,7406,30938,3176,15817,4253,8793,2771,6176,2988,2747,441,5422,3464,1958,347,347,2932,1523,1409
"2021","Dover","E07000108",50548,15658,7947,7711,32172,5961,14627,6041,5761,2825,6008,2966,2587,455,5342,3350,1992,234,234,2718,1115,1603
"2021","Gravesham","E07000109",41722,11212,5162,6050,27208,3687,13456,3843,6668,2945,4656,2035,2255,366,5106,3192,1914,303,303,3302,1847,1455
"2021","Maidstone","E07000110",71207,18800,8450,10350,47930,7529,23989,7857,11776,4356,8885,4707,3653,525,7087,4425,2662,440,440,4477,1921,2556
"2021","Sevenoaks","E07000111",49014,12990,7054,5936,33655,5774,17858,5416,9174,3268,5160,2654,2155,351,4663,2736,1927,200,200,2369,1073,1296
"2021","Folkestone and Hythe","E07000112",48336,15728,7917,7811,29877,5920,13373,5463,5402,2508,5527,2867,2264,396,4834,2930,1904,223,223,2731,1131,1600
"2021","Swale","E07000113",60495,15957,7860,8097,40535,6117,18844,6822,8312,3710,8397,3873,3849,675,6880,4312,2568,297,297,4003,1979,2024
